wall_time,time_s,seq,v1,v2,v3,T_surf,T_rise,current,acoustic_rms,SOC_pct,soc_est,soh_est,fault_bits_hex,fault_names,chg_open,dsc_open,ground_truth,outcome
2026-06-25T15:22:17.816+00:00,396.0,3961,3.9340,3.9443,3.9357,4.00,-15.00,-2.888,0.0116,89.00,89.36,104.31,0x0020,TEMP_LOW,CLOSED,CLOSED,0,FP
2026-06-25T15:22:17.942+00:00,397.0,3971,3.9348,3.9225,3.9311,4.00,-15.00,-2.875,0.0258,88.97,89.32,104.26,0x0020,TEMP_LOW,CLOSED,CLOSED,0,FP
2026-06-25T15:22:18.066+00:00,398.0,3981,3.9398,3.9424,3.9357,4.00,-15.00,-2.893,0.0206,88.94,89.35,104.37,0x0020,TEMP_LOW,CLOSED,CLOSED,0,FP
2026-06-25T15:22:18.191+00:00,399.0,3991,3.9305,3.9327,3.9514,4.00,-15.00,-2.885,0.0231,88.92,89.29,104.31,0x0020,TEMP_LOW,CLOSED,CLOSED,0,FP
2026-06-25T15:22:18.316+00:00,400.0,4001,3.9327,3.9347,3.9179,28.53,3.53,-2.885,0.0165,88.89,89.24,104.26,0x000C,SENSOR_LOSS|VOLT_GRADIENT,CLOSED,CLOSED,0,FP
2026-06-25T15:22:18.441+00:00,401.0,4011,3.9351,3.9380,3.9281,28.50,3.50,-2.870,0.0146,88.86,89.25,104.34,0x000C,SENSOR_LOSS|VOLT_GRADIENT,CLOSED,CLOSED,0,FP
2026-06-25T15:22:18.585+00:00,402.0,4021,3.9413,3.9429,3.9400,28.55,3.55,-2.909,0.0187,88.83,89.26,104.42,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:18.691+00:00,403.0,4031,3.9372,3.9276,3.9441,28.52,3.52,-2.925,0.0181,88.81,89.24,104.43,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:18.816+00:00,404.0,4041,3.9350,3.9357,3.9312,28.41,3.41,-2.910,0.0178,88.78,89.21,104.42,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:18.940+00:00,405.0,4051,3.9319,3.9389,3.9669,28.49,3.49,-2.904,0.0165,88.75,89.24,104.54,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:19.066+00:00,406.0,4061,3.9362,3.9381,3.9171,28.56,3.56,-2.896,0.0248,88.72,89.20,104.49,0x0008,VOLT_GRADIENT,CLOSED,CLOSED,0,FP
2026-06-25T15:22:19.192+00:00,407.0,4071,3.9354,3.9337,3.9228,28.44,3.44,-2.922,0.0137,88.69,89.16,104.45,0x000C,SENSOR_LOSS|VOLT_GRADIENT,CLOSED,CLOSED,0,FP
2026-06-25T15:22:19.316+00:00,408.0,4081,3.9354,3.9441,3.9276,28.48,3.48,-2.928,0.0124,88.67,89.13,104.46,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:19.442+00:00,409.0,4091,3.9300,3.9479,3.9100,28.49,3.49,-2.919,0.0142,88.64,89.14,104.52,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:19.574+00:00,410.0,4101,3.9285,3.9330,3.9462,28.64,3.64,-2.891,0.0229,88.61,89.15,104.61,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:19.689+00:00,411.0,4111,3.9362,3.9406,3.9351,28.57,3.57,-2.885,0.0142,88.58,89.16,104.66,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:19.815+00:00,412.0,4121,3.9308,3.9257,3.9215,28.62,3.62,-2.902,0.0159,88.56,89.05,104.48,0x0008,VOLT_GRADIENT,CLOSED,CLOSED,0,FP
2026-06-25T15:22:19.940+00:00,413.0,4131,3.9316,3.9396,3.9479,28.51,3.51,-2.898,0.0206,88.53,89.10,104.65,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:20.066+00:00,414.0,4141,3.9340,3.9329,3.9356,28.51,3.51,-2.900,0.0190,88.50,89.09,104.68,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:20.197+00:00,415.0,4151,3.9318,3.9286,3.9182,28.49,3.49,-2.885,0.0112,88.47,89.03,104.59,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:20.316+00:00,416.0,4161,3.9318,3.9213,3.9391,28.61,3.61,-2.908,0.0185,88.44,89.08,104.74,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:20.442+00:00,417.0,4171,3.9269,3.9352,3.9351,32.60,3.60,-2.918,0.0165,88.42,89.04,104.72,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:20.576+00:00,418.0,4181,3.9321,3.9416,3.9330,32.51,3.51,-2.885,0.0189,88.39,89.02,104.74,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:20.690+00:00,419.0,4191,3.9322,3.9401,3.9386,28.56,3.56,-2.891,0.0146,88.36,89.02,104.79,0x0010,TEMP_GRADIENT,CLOSED,CLOSED,0,FP
2026-06-25T15:22:20.815+00:00,420.0,4201,3.9316,3.9252,3.9287,28.53,3.53,-2.888,0.0216,88.33,88.95,104.69,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:20.940+00:00,421.0,4211,3.9299,3.9301,3.9436,28.61,3.61,-2.930,0.0199,88.31,88.98,104.82,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:21.066+00:00,422.0,4221,3.9232,3.9360,3.9289,28.64,3.64,-2.926,0.0147,88.28,88.96,104.81,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:21.191+00:00,423.0,4231,3.9255,3.9346,3.9295,32.56,3.56,-2.870,0.0175,88.25,88.96,104.85,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:21.315+00:00,424.0,4241,3.9245,3.9247,3.9085,32.39,3.39,-2.898,0.0218,88.22,88.92,104.83,0x0010,TEMP_GRADIENT,CLOSED,CLOSED,0,FP
2026-06-25T15:22:21.460+00:00,425.0,4251,3.9330,3.9309,3.9379,28.65,3.65,-2.877,0.0165,88.19,88.93,104.91,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:21.587+00:00,426.0,4261,3.9326,3.9349,3.9320,28.60,3.60,-2.912,0.0133,88.17,88.91,104.91,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:21.690+00:00,427.0,4271,3.9290,3.9190,3.9505,28.54,3.54,-2.901,0.0227,88.14,88.91,104.96,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:21.816+00:00,428.0,4281,3.9354,3.9465,3.9257,28.63,3.63,-2.913,0.0208,88.11,88.89,104.97,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:21.940+00:00,429.0,4291,3.9305,3.9270,3.9156,28.74,3.74,-2.869,0.0128,88.08,88.84,104.93,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:22.065+00:00,430.0,4301,3.9275,3.9240,3.9280,28.58,3.58,-2.894,0.0172,88.06,88.83,104.96,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:22.194+00:00,431.0,4311,3.9287,3.9312,3.9510,28.71,3.71,-2.934,0.0153,88.03,88.82,105.00,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:22.315+00:00,432.0,4321,3.9282,3.9226,3.9273,28.69,3.69,-2.905,0.0161,88.00,88.81,105.02,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:22.441+00:00,433.0,4331,3.9301,3.9446,3.9108,28.60,3.60,-2.876,0.0182,87.97,88.77,104.99,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:22.565+00:00,434.0,4341,3.9307,3.9147,3.9104,28.68,3.68,-2.892,0.0220,87.94,88.70,104.88,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:22.691+00:00,435.0,4351,3.9216,3.9200,3.9228,28.73,3.73,-2.886,0.0190,87.92,88.71,104.97,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:22.816+00:00,436.0,4361,3.9284,3.9312,3.9166,28.55,3.55,-2.914,0.0249,87.89,88.73,105.07,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:22.940+00:00,437.0,4371,3.9221,3.9099,3.9343,28.74,3.74,-2.903,0.0186,87.86,88.74,105.12,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:23.075+00:00,438.0,4381,3.9276,3.9428,3.9116,28.61,3.61,-2.911,0.0159,87.83,88.69,105.08,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:23.191+00:00,439.0,4391,3.9284,3.9299,3.9442,28.62,3.62,-2.933,0.0133,87.81,88.72,105.18,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:23.315+00:00,440.0,4401,3.9281,3.9278,3.9268,28.79,3.79,-2.884,0.0176,87.78,88.67,105.15,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:23.441+00:00,441.0,4411,3.9245,3.9357,3.9135,28.68,3.68,-2.895,0.0120,87.75,88.66,105.17,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:23.566+00:00,442.0,4421,3.9304,3.9395,3.9274,52.00,12.00,-2.884,0.0195,87.72,88.65,105.20,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:23.691+00:00,443.0,4431,3.9207,3.9203,3.9179,52.00,12.00,-2.915,0.0164,87.69,88.60,105.16,0x0002,THERMAL_HOT,CLOSED,CLOSED,0,FP
2026-06-25T15:22:23.818+00:00,444.0,4441,3.9218,3.9244,3.9111,52.00,12.00,-2.896,0.0207,87.67,88.57,105.13,0x0002,THERMAL_HOT,CLOSED,CLOSED,0,FP
2026-06-25T15:22:23.941+00:00,445.0,4451,3.9242,3.9182,3.9173,52.00,12.00,-2.868,0.0109,87.64,88.58,105.22,0x0002,THERMAL_HOT,CLOSED,CLOSED,0,FP
2026-06-25T15:22:24.066+00:00,446.0,4461,3.9291,3.9320,3.9298,52.00,12.00,-2.912,0.0099,87.61,88.58,105.24,0x0002,THERMAL_HOT,CLOSED,CLOSED,0,FP
2026-06-25T15:22:24.191+00:00,447.0,4471,3.9263,3.9286,3.9356,52.00,12.00,-2.906,0.0148,87.58,88.58,105.31,0x0002,THERMAL_HOT,CLOSED,CLOSED,0,FP
2026-06-25T15:22:24.316+00:00,448.0,4481,3.9215,3.9232,3.9300,52.00,12.00,-2.896,0.0187,87.56,88.57,105.33,0x0002,THERMAL_HOT,CLOSED,CLOSED,0,FP
2026-06-25T15:22:24.443+00:00,449.0,4491,3.9261,3.9399,3.9020,52.00,12.00,-2.899,0.0172,87.53,88.51,105.25,0x0002,THERMAL_HOT,CLOSED,CLOSED,0,FP
2026-06-25T15:22:24.566+00:00,450.0,4501,3.6218,3.9101,3.9282,28.74,3.74,-2.887,0.0240,87.50,86.66,101.40,0x020D,VOLT_IMBAL|SENSOR_LOSS|VOLT_GRADIENT|CELL_BALANCE,CLOSED,CLOSED,0,FP
2026-06-25T15:22:24.692+00:00,451.0,4511,3.6209,3.9189,3.9107,28.74,3.74,-2.897,0.0124,87.47,86.56,101.25,0x220D,VOLT_IMBAL|SENSOR_LOSS|VOLT_GRADIENT|CELL_BALANCE|CONTACT_RES,CLOSED,CLOSED,0,FP
2026-06-25T15:22:24.815+00:00,452.0,4521,3.9228,3.9146,3.9281,28.73,3.73,-2.909,0.0248,87.44,87.35,102.95,0x2000,CONTACT_RES,CLOSED,CLOSED,0,FP
2026-06-25T15:22:24.940+00:00,453.0,4531,3.9246,3.9318,3.9235,28.57,3.57,-2.915,0.0168,87.42,87.41,103.14,0x2000,CONTACT_RES,CLOSED,CLOSED,0,FP
2026-06-25T15:22:25.065+00:00,454.0,4541,3.9208,3.9291,3.9197,28.69,3.69,-2.882,0.0286,87.39,87.39,103.17,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:25.192+00:00,455.0,4551,3.9279,3.9357,3.9240,28.68,3.68,-2.899,0.0206,87.36,87.41,103.27,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:25.315+00:00,456.0,4561,3.6203,3.9254,3.9213,28.73,3.73,-2.880,0.0199,87.33,86.72,101.86,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:25.446+00:00,457.0,4571,3.6216,3.9208,3.9215,28.71,3.71,-2.900,0.0205,87.31,85.55,99.45,0x020D,VOLT_IMBAL|SENSOR_LOSS|VOLT_GRADIENT|CELL_BALANCE,CLOSED,CLOSED,0,FP
2026-06-25T15:22:25.566+00:00,458.0,4581,3.9238,3.9210,3.9244,28.69,3.69,-2.888,0.0206,87.28,85.96,100.37,0x220D,VOLT_IMBAL|SENSOR_LOSS|VOLT_GRADIENT|CELL_BALANCE|CONTACT_RES,CLOSED,CLOSED,0,FP
2026-06-25T15:22:25.690+00:00,459.0,4591,3.9211,3.9278,3.9312,28.79,3.79,-2.902,0.0188,87.25,86.33,101.22,0x2000,CONTACT_RES,CLOSED,CLOSED,0,FP
2026-06-25T15:22:25.815+00:00,460.0,4601,3.9221,3.9280,3.9310,28.75,3.75,-2.897,0.0251,87.22,86.38,101.37,0x2000,CONTACT_RES,CLOSED,CLOSED,0,FP
2026-06-25T15:22:25.941+00:00,461.0,4611,3.9228,3.9236,3.9086,28.75,3.75,-2.901,0.0139,87.19,86.32,101.30,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:26.066+00:00,462.0,4621,3.9210,3.9124,3.9436,28.67,3.67,-2.898,0.0215,87.17,86.32,101.37,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:26.195+00:00,463.0,4631,3.6176,3.9038,3.9094,28.80,3.80,-2.915,0.0136,87.14,84.68,97.98,0x020D,VOLT_IMBAL|SENSOR_LOSS|VOLT_GRADIENT|CELL_BALANCE,CLOSED,CLOSED,0,FP
2026-06-25T15:22:26.323+00:00,464.0,4641,3.6245,3.9364,3.9199,28.83,3.83,-2.897,0.0151,87.11,84.41,97.48,0x2209,VOLT_IMBAL|VOLT_GRADIENT|CELL_BALANCE|CONTACT_RES,CLOSED,CLOSED,0,FP
2026-06-25T15:22:26.444+00:00,465.0,4651,3.9211,3.9137,3.9206,28.81,3.81,-2.911,0.0196,87.08,85.19,99.17,0x2000,CONTACT_RES,CLOSED,CLOSED,0,FP
2026-06-25T15:22:26.588+00:00,466.0,4661,3.9261,3.9134,3.9294,28.89,3.89,-2.868,0.0240,87.06,85.34,99.54,0x2000,CONTACT_RES,CLOSED,CLOSED,0,FP
2026-06-25T15:22:26.691+00:00,467.0,4671,3.9234,3.9033,3.9233,28.83,3.83,-2.881,0.0149,87.03,85.33,99.58,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:26.817+00:00,468.0,4681,3.9206,3.9333,3.9223,28.77,3.77,-2.875,0.0182,87.00,85.34,99.66,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:26.940+00:00,469.0,4691,3.6209,3.9295,3.9208,28.82,3.82,-2.898,0.0132,86.97,84.61,98.19,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:27.073+00:00,470.0,4701,3.6179,3.9242,3.9228,28.71,3.71,-2.903,0.0234,86.94,83.62,96.17,0x020D,VOLT_IMBAL|SENSOR_LOSS|VOLT_GRADIENT|CELL_BALANCE,CLOSED,CLOSED,0,FP
2026-06-25T15:22:27.190+00:00,471.0,4711,3.9189,3.9223,3.9303,28.83,3.83,-2.913,0.0227,86.92,84.05,97.14,0x2209,VOLT_IMBAL|VOLT_GRADIENT|CELL_BALANCE|CONTACT_RES,CLOSED,CLOSED,0,FP
2026-06-25T15:22:27.315+00:00,472.0,4721,3.9236,3.9020,3.9407,28.89,3.89,-2.895,0.0121,86.89,84.44,98.03,0x2000,CONTACT_RES,CLOSED,CLOSED,0,FP
2026-06-25T15:22:27.441+00:00,473.0,4731,3.9168,3.9156,3.9316,28.80,3.80,-2.891,0.0234,86.86,84.43,98.06,0x2000,CONTACT_RES,CLOSED,CLOSED,0,FP
2026-06-25T15:22:27.565+00:00,474.0,4741,3.9218,3.9196,3.9143,28.80,3.80,-2.884,0.0166,86.83,84.42,98.10,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:27.690+00:00,475.0,4751,3.9233,3.9301,3.9349,28.88,3.88,-2.909,0.0221,86.81,84.43,98.18,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:27.825+00:00,476.0,4761,3.6160,3.9174,3.9050,28.79,3.79,-2.904,0.0173,86.78,84.10,97.54,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:27.940+00:00,477.0,4771,3.6197,3.9213,3.9248,28.79,3.79,-2.914,0.0130,86.75,82.81,94.91,0x220D,VOLT_IMBAL|SENSOR_LOSS|VOLT_GRADIENT|CELL_BALANCE|CONTACT_RES,CLOSED,CLOSED,0,FP
2026-06-25T15:22:28.066+00:00,478.0,4781,3.9203,3.9176,3.9339,28.83,3.83,-2.879,0.0162,86.72,83.02,95.41,0x220D,VOLT_IMBAL|SENSOR_LOSS|VOLT_GRADIENT|CELL_BALANCE|CONTACT_RES,CLOSED,CLOSED,0,FP
2026-06-25T15:22:28.197+00:00,479.0,4791,3.9185,3.9050,3.9086,28.74,3.74,-2.858,0.0198,86.69,83.58,96.65,0x2000,CONTACT_RES,CLOSED,CLOSED,0,FP
2026-06-25T15:22:28.316+00:00,480.0,4801,3.9207,3.9209,3.9248,28.88,3.88,-2.886,0.0232,86.67,83.62,96.80,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:28.441+00:00,481.0,4811,3.9212,3.9218,3.9210,28.86,3.86,-2.887,0.0138,86.64,83.63,96.89,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:28.573+00:00,482.0,4821,3.9183,3.9146,3.9138,28.86,3.86,-2.885,0.0121,86.61,83.61,96.90,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:28.703+00:00,483.0,4831,3.9212,3.9109,3.9378,28.92,3.92,-2.933,0.0197,86.58,83.63,97.00,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:28.816+00:00,484.0,4841,3.9160,3.9175,3.9167,28.72,3.72,-2.897,0.0158,86.56,83.63,97.05,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:28.940+00:00,485.0,4851,3.9104,3.9079,3.9135,28.91,3.91,-2.893,0.0173,86.53,83.60,97.06,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:29.071+00:00,486.0,4861,3.6167,3.9042,3.9183,28.83,3.83,-2.904,0.0166,86.50,82.67,95.19,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:29.191+00:00,487.0,4871,3.6271,3.9178,3.9261,28.82,3.82,-2.910,0.0131,86.47,81.97,93.77,0x220D,VOLT_IMBAL|SENSOR_LOSS|VOLT_GRADIENT|CELL_BALANCE|CONTACT_RES,CLOSED,CLOSED,0,FP
2026-06-25T15:22:29.315+00:00,488.0,4881,3.9207,3.9165,3.9324,28.87,3.87,-2.903,0.0171,86.44,82.51,94.98,0x2209,VOLT_IMBAL|VOLT_GRADIENT|CELL_BALANCE|CONTACT_RES,CLOSED,CLOSED,0,FP
2026-06-25T15:22:29.448+00:00,489.0,4891,3.9151,3.9195,3.9122,28.81,3.81,-2.894,0.0197,86.42,82.85,95.74,0x2000,CONTACT_RES,CLOSED,CLOSED,0,FP
2026-06-25T15:22:29.565+00:00,490.0,4901,3.9162,3.8999,3.9309,28.84,3.84,-2.916,0.0124,86.39,82.81,95.73,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:29.691+00:00,491.0,4911,3.9157,3.9096,3.9125,28.88,3.88,-2.919,0.0255,86.36,82.79,95.74,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:29.818+00:00,492.0,4921,3.6220,3.9194,3.9191,28.77,3.77,-2.909,0.0124,86.33,81.30,92.71,0x020D,VOLT_IMBAL|SENSOR_LOSS|VOLT_GRADIENT|CELL_BALANCE,CLOSED,CLOSED,0,FP
2026-06-25T15:22:29.941+00:00,493.0,4931,3.6202,3.9255,3.9141,28.93,3.93,-2.921,0.0229,86.31,81.17,92.50,0x220D,VOLT_IMBAL|SENSOR_LOSS|VOLT_GRADIENT|CELL_BALANCE|CONTACT_RES,CLOSED,CLOSED,0,FP
2026-06-25T15:22:30.065+00:00,494.0,4941,3.9185,3.9214,3.9181,29.03,4.03,-2.909,0.0192,86.28,82.08,94.46,0x2200,CELL_BALANCE|CONTACT_RES,CLOSED,CLOSED,0,FP
2026-06-25T15:22:30.212+00:00,495.0,4951,3.9173,3.9261,3.9032,28.88,3.88,-2.894,0.0142,86.25,82.14,94.66,0x2000,CONTACT_RES,CLOSED,CLOSED,0,FP
2026-06-25T15:22:30.315+00:00,496.0,4961,3.9154,3.9102,3.9287,28.88,3.88,-2.885,0.0208,86.22,82.14,94.72,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:30.440+00:00,497.0,4971,3.9208,3.9194,3.9037,28.88,3.88,-2.904,0.0176,86.19,82.13,94.76,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:30.565+00:00,498.0,4981,3.6124,3.9170,3.8984,28.83,3.83,-2.918,0.0188,86.17,80.53,91.50,0x0209,VOLT_IMBAL|VOLT_GRADIENT|CELL_BALANCE,CLOSED,CLOSED,0,FP
2026-06-25T15:22:30.690+00:00,499.0,4991,3.6096,3.8974,3.9226,28.81,3.81,-2.919,0.0146,86.14,80.47,91.43,0x2209,VOLT_IMBAL|VOLT_GRADIENT|CELL_BALANCE|CONTACT_RES,CLOSED,CLOSED,0,FP
2026-06-25T15:22:30.815+00:00,500.0,5001,3.9144,3.9124,3.9229,28.91,3.91,-2.896,0.0140,86.11,81.37,93.38,0x2000,CONTACT_RES,CLOSED,CLOSED,0,FP
2026-06-25T15:22:30.955+00:00,501.0,5011,3.9203,3.9264,3.9234,28.86,3.86,-2.915,0.0248,86.08,81.45,93.61,0x2000,CONTACT_RES,CLOSED,CLOSED,0,FP
2026-06-25T15:22:31.066+00:00,502.0,5021,3.9152,3.9091,3.8982,28.88,3.88,-2.872,0.0175,86.06,81.44,93.65,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:31.193+00:00,503.0,5031,3.9115,3.9206,3.8859,28.89,3.89,-2.911,0.0206,86.03,81.43,93.70,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:31.316+00:00,504.0,5041,3.9165,3.9166,3.9214,28.90,3.90,-2.914,0.0225,86.00,81.48,93.86,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:31.441+00:00,505.0,5051,3.9171,3.9203,3.9017,28.92,3.92,-2.923,0.0172,85.97,81.48,93.93,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:31.567+00:00,506.0,5061,3.9138,3.9056,3.9032,28.97,3.97,-2.903,0.0196,85.94,81.46,93.95,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:31.690+00:00,507.0,5071,3.6110,3.9072,3.8997,28.99,3.99,-2.872,0.0138,85.92,80.00,90.98,0x0209,VOLT_IMBAL|VOLT_GRADIENT|CELL_BALANCE,CLOSED,CLOSED,0,FP
2026-06-25T15:22:31.817+00:00,508.0,5081,3.6114,3.9037,3.9066,29.00,4.00,-2.879,0.0280,85.89,79.82,90.67,0x2209,VOLT_IMBAL|VOLT_GRADIENT|CELL_BALANCE|CONTACT_RES,CLOSED,CLOSED,0,FP
2026-06-25T15:22:31.940+00:00,509.0,5091,3.9087,3.9111,3.8984,28.95,3.95,-2.892,0.0149,85.86,80.70,92.58,0x2000,CONTACT_RES,CLOSED,CLOSED,0,FP
2026-06-25T15:22:32.066+00:00,510.0,5101,3.9171,3.9102,3.9044,28.91,3.91,-2.879,0.0202,85.83,80.82,92.88,0x2000,CONTACT_RES,CLOSED,CLOSED,0,FP
2026-06-25T15:22:32.191+00:00,511.0,5111,3.9124,3.9110,3.9173,28.85,3.85,-2.875,0.0197,85.81,80.84,92.99,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:32.315+00:00,512.0,5121,3.9096,3.9109,3.9302,28.92,3.92,-2.905,0.0261,85.78,80.89,93.15,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:32.452+00:00,513.0,5131,3.9148,3.9075,3.8970,29.09,4.09,-2.921,0.0197,85.75,80.86,93.16,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:32.565+00:00,514.0,5141,3.9117,3.9102,3.9295,28.97,3.97,-2.885,0.0205,85.72,80.86,93.22,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:32.690+00:00,515.0,5151,3.9200,3.9328,3.9438,28.97,3.97,-2.890,0.0130,85.69,80.94,93.45,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:32.817+00:00,516.0,5161,3.9139,3.9135,3.9047,32.93,3.93,-2.922,0.0198,85.67,80.81,93.25,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:32.940+00:00,517.0,5171,3.9138,3.9195,3.9208,32.99,3.99,-2.898,0.0193,85.64,80.91,93.51,0x0010,TEMP_GRADIENT,CLOSED,CLOSED,0,FP
2026-06-25T15:22:33.065+00:00,518.0,5181,3.9134,3.9082,3.9076,29.04,4.04,-2.888,0.0169,85.61,80.89,93.54,0x0010,TEMP_GRADIENT,CLOSED,CLOSED,0,FP
2026-06-25T15:22:33.205+00:00,519.0,5191,3.9107,3.9115,3.9130,28.98,3.98,-2.922,0.0093,85.58,80.92,93.65,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:33.315+00:00,520.0,5201,3.9114,3.9134,3.9138,29.06,4.06,-2.892,0.0175,85.56,80.91,93.69,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:33.441+00:00,521.0,5211,3.9126,3.9155,3.9112,29.02,4.02,-2.886,0.0228,85.53,80.90,93.74,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:33.566+00:00,522.0,5221,3.9174,3.9247,3.9256,28.96,3.96,-2.896,0.0122,85.50,80.92,93.83,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:33.691+00:00,523.0,5231,3.9173,3.9241,3.9212,29.00,4.00,-2.893,0.0152,85.47,80.98,94.02,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:33.815+00:00,524.0,5241,3.9114,3.9181,3.9013,28.93,3.93,-2.899,0.0163,85.44,80.96,94.04,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:33.940+00:00,525.0,5251,3.9087,3.9079,3.8992,28.98,3.98,-2.899,0.0149,85.42,80.93,94.04,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:34.065+00:00,526.0,5261,3.9152,3.9193,3.9206,28.99,3.99,-2.891,0.0176,85.39,80.97,94.18,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:34.192+00:00,527.0,5271,3.9152,3.9220,3.9195,28.96,3.96,-2.914,0.0156,85.36,80.98,94.27,0x0000,NONE,CLOSED,CLOSED,0,TN
2026-06-25T15:22:34.315+00:00,528.0,5281,3.9092,3.8973,3.9105,29.06,4.06,-2.892,0.0201,85.33,80.94,94.24,0x0000,NONE,CLOSED,CLOSED,0,TN
